age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
34;technician;married;secondary;no;384;yes;no;cellular;6;sep;127;2;831;1;other;no
29;management;single;tertiary;no;1952;yes;no;unknown;14;may;354;1;-1;0;unknown;no
46;management;divorced;secondary;no;177;no;no;cellular;20;aug;84;2;-1;0;unknown;no
42;retired;married;primary;no;0;yes;no;unknown;8;may;186;2;-1;0;unknown;no
35;admin.;single;secondary;no;1810;yes;no;cellular;25;may;65;2;-1;0;unknown;no
47;entrepreneur;married;secondary;no;0;no;no;unknown;19;jun;563;2;-1;0;unknown;no
37;blue-collar;divorced;secondary;no;-333;yes;no;unknown;27;may;345;1;-1;0;unknown;no
37;entrepreneur;married;tertiary;no;2089;yes;no;cellular;22;jul;40;1;-1;0;unknown;no
39;blue-collar;married;primary;no;1135;yes;no;unknown;27;may;35;1;-1;0;unknown;no
33;unemployed;married;tertiary;no;3335;no;no;cellular;18;aug;98;6;-1;0;unknown;no
33;blue-collar;married;primary;no;2064;yes;no;cellular;31;jul;18;15;-1;0;unknown;no
31;management;single;secondary;no;202;yes;no;cellular;7;may;590;1;-1;0;unknown;no
40;technician;married;secondary;no;4;yes;yes;cellular;4;aug;135;3;-1;0;unknown;no
33;admin.;married;secondary;no;1499;yes;no;unknown;21;may;144;2;-1;0;unknown;no
39;blue-collar;married;unknown;no;0;yes;no;unknown;26;may;470;1;-1;0;unknown;no
37;unknown;single;secondary;no;57;yes;no;unknown;27;may;142;1;-1;0;unknown;no
37;self-employed;single;tertiary;no;984;no;no;unknown;6;jun;334;1;-1;0;unknown;no
40;technician;single;secondary;no;398;yes;no;cellular;15;may;642;1;-1;0;unknown;no
51;services;married;secondary;no;1703;yes;no;cellular;7;may;101;1;-1;0;unknown;no
38;services;married;secondary;no;-140;no;no;unknown;25;jun;456;3;-1;0;unknown;no
45;technician;divorced;secondary;no;30;yes;yes;cellular;17;nov;88;1;-1;0;unknown;no
67;management;married;secondary;no;1287;no;no;cellular;2;feb;511;1;-1;0;unknown;no
59;retired;divorced;primary;no;40;no;no;unknown;6;jun;108;1;-1;0;unknown;no
32;technician;single;secondary;no;43;no;no;cellular;5;aug;159;1;-1;0;unknown;no
56;blue-collar;married;secondary;no;172;yes;no;unknown;12;may;289;5;-1;0;unknown;no
43;blue-collar;married;unknown;no;117;yes;no;telephone;28;jan;170;2;240;1;other;no
31;entrepreneur;single;secondary;no;0;yes;no;telephone;21;nov;544;2;-1;0;unknown;no
37;unemployed;single;secondary;no;48;no;no;cellular;31;jul;40;10;-1;0;unknown;no
43;services;divorced;secondary;no;5571;no;no;unknown;9;jun;149;1;-1;0;unknown;no
37;management;married;tertiary;no;1352;no;no;cellular;1;jun;93;1;347;1;success;no
33;technician;married;secondary;no;1234;no;no;telephone;9;nov;61;1;-1;0;unknown;no
33;technician;married;secondary;no;367;yes;yes;unknown;7;may;22;2;-1;0;unknown;no
46;management;single;tertiary;no;311;yes;yes;cellular;27;oct;96;1;158;1;failure;no
55;management;married;tertiary;no;2;no;yes;cellular;31;jul;126;2;-1;0;unknown;no
36;management;married;tertiary;no;673;yes;no;cellular;16;jul;689;1;-1;0;unknown;yes
28;admin.;divorced;secondary;no;-504;yes;yes;cellular;14;may;578;1;-1;0;unknown;yes
56;blue-collar;married;secondary;no;1602;yes;no;unknown;6;may;427;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;2074;no;no;cellular;6;feb;183;4;-1;0;unknown;no
40;blue-collar;divorced;primary;no;737;yes;yes;unknown;12;may;102;1;-1;0;unknown;no
36;self-employed;married;tertiary;no;7343;no;no;cellular;17;nov;78;1;-1;0;unknown;no
28;admin.;married;secondary;no;568;yes;no;cellular;4;feb;11;6;252;4;other;no
34;self-employed;single;secondary;no;55;yes;no;cellular;18;may;155;1;-1;0;unknown;no
38;self-employed;single;tertiary;no;1612;yes;no;cellular;8;may;423;1;-1;0;unknown;yes
33;technician;single;secondary;no;181;yes;no;cellular;13;may;25;7;-1;0;unknown;no
35;admin.;married;secondary;no;449;yes;no;cellular;17;jul;43;8;-1;0;unknown;no
40;technician;divorced;secondary;no;692;yes;no;unknown;30;may;58;3;-1;0;unknown;no
47;blue-collar;married;secondary;no;182;yes;no;telephone;10;jul;39;1;-1;0;unknown;yes
31;services;single;secondary;no;0;no;no;cellular;28;jul;243;2;-1;0;unknown;no
27;services;single;tertiary;no;5883;yes;no;unknown;28;may;325;2;-1;0;unknown;no
47;retired;single;primary;no;3033;no;no;cellular;8;sep;293;1;-1;0;unknown;yes
70;entrepreneur;married;tertiary;no;15265;no;no;cellular;17;aug;551;2;-1;0;unknown;no
32;services;married;unknown;no;1016;no;no;cellular;30;jul;141;2;-1;0;unknown;no
33;services;divorced;secondary;no;411;yes;no;unknown;8;may;216;1;-1;0;unknown;no
30;management;single;tertiary;no;3045;no;no;cellular;18;aug;189;7;-1;0;unknown;no
47;admin.;married;secondary;no;175;yes;no;cellular;26;aug;102;7;-1;0;unknown;no
52;services;married;secondary;no;989;yes;no;unknown;14;may;260;2;-1;0;unknown;no
28;blue-collar;married;primary;no;-65;yes;no;cellular;4;may;90;4;-1;0;unknown;no
31;blue-collar;married;primary;no;352;yes;no;unknown;19;may;97;9;-1;0;unknown;no
32;technician;single;tertiary;no;127;no;no;cellular;5;aug;168;3;-1;0;unknown;no
35;blue-collar;married;primary;no;0;yes;no;cellular;24;jul;90;6;-1;0;unknown;no
38;admin.;married;secondary;no;607;yes;no;unknown;13;may;315;3;-1;0;unknown;no
37;technician;divorced;secondary;no;2610;yes;no;cellular;13;may;53;1;-1;0;unknown;no
51;blue-collar;married;secondary;no;463;yes;yes;cellular;15;jul;114;4;-1;0;unknown;no
39;management;single;secondary;no;120;no;no;unknown;12;jun;66;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;2093;no;no;cellular;7;jul;103;1;-1;0;unknown;no
37;management;divorced;tertiary;no;443;yes;no;cellular;9;apr;240;3;-1;0;unknown;no
36;retired;single;secondary;no;101;yes;yes;unknown;26;may;314;1;-1;0;unknown;no
54;blue-collar;married;primary;no;2102;yes;no;unknown;6;may;76;1;-1;0;unknown;no
34;services;married;secondary;no;314;yes;yes;telephone;5;feb;114;3;-1;0;unknown;no
32;management;married;tertiary;no;141;yes;no;cellular;4;may;78;3;89;9;success;no
44;technician;single;secondary;no;1059;yes;no;unknown;9;may;286;1;-1;0;unknown;no
50;management;married;secondary;no;42;yes;no;cellular;13;may;85;2;265;4;other;no
49;blue-collar;married;primary;no;198;yes;no;unknown;6;may;200;2;-1;0;unknown;no
22;technician;single;secondary;no;356;yes;no;unknown;27;may;518;2;-1;0;unknown;no
42;unemployed;single;secondary;no;139;yes;no;cellular;5;feb;148;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;505;yes;no;telephone;7;jul;199;4;-1;0;unknown;no
28;admin.;single;secondary;no;392;yes;yes;cellular;4;feb;214;2;259;2;failure;no
32;blue-collar;single;primary;no;12;yes;no;unknown;9;may;153;4;-1;0;unknown;no
31;services;married;secondary;no;640;yes;no;cellular;14;may;411;2;-1;0;unknown;no
61;housemaid;married;primary;no;2580;no;no;cellular;16;sep;270;3;202;7;other;yes
59;retired;divorced;primary;no;47;yes;no;telephone;18;may;110;3;374;1;failure;no
31;admin.;single;secondary;no;4388;yes;no;unknown;27;may;182;2;-1;0;unknown;no
55;self-employed;married;secondary;yes;0;no;no;cellular;26;aug;172;5;-1;0;unknown;no
32;self-employed;single;secondary;no;4;yes;no;unknown;23;may;233;2;-1;0;unknown;no
21;student;single;secondary;no;491;no;no;cellular;6;aug;161;1;-1;0;unknown;no
40;technician;single;secondary;no;277;yes;no;unknown;14;may;274;2;-1;0;unknown;no
32;self-employed;married;secondary;no;-1668;yes;yes;cellular;16;jul;166;6;-1;0;unknown;no
33;management;single;secondary;no;2955;yes;no;cellular;18;may;178;2;-1;0;unknown;no
36;admin.;single;secondary;no;8;no;no;cellular;21;aug;115;2;-1;0;unknown;no
44;management;divorced;secondary;no;0;yes;no;telephone;19;nov;319;1;-1;0;unknown;no
36;technician;single;tertiary;no;40;no;no;cellular;26;aug;359;3;-1;0;unknown;no
52;admin.;married;secondary;no;979;yes;no;cellular;16;apr;156;1;336;1;other;no
56;self-employed;married;secondary;no;800;no;yes;cellular;9;jul;170;1;-1;0;unknown;no
20;student;single;unknown;no;167;no;no;cellular;18;jan;237;1;-1;0;unknown;no
52;blue-collar;married;secondary;no;633;yes;no;cellular;14;may;292;1;-1;0;unknown;no
57;self-employed;married;secondary;no;11494;no;no;cellular;19;nov;198;1;-1;0;unknown;no
52;technician;divorced;tertiary;no;0;no;no;cellular;19;aug;119;2;-1;0;unknown;no
38;admin.;single;secondary;no;569;yes;yes;cellular;2;feb;164;2;272;2;failure;no
25;management;married;tertiary;no;3;yes;yes;cellular;21;jul;690;3;-1;0;unknown;no
28;admin.;single;secondary;no;404;no;yes;cellular;9;jul;188;1;-1;0;unknown;no
50;technician;divorced;tertiary;no;-1455;yes;yes;cellular;6;feb;119;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;790;yes;no;unknown;29;may;356;2;-1;0;unknown;no
52;management;married;primary;yes;57;yes;yes;cellular;20;nov;45;1;196;1;failure;no
48;services;divorced;secondary;no;361;no;no;cellular;17;nov;287;1;-1;0;unknown;no
52;management;single;tertiary;no;638;yes;yes;cellular;20;nov;77;2;-1;0;unknown;no
58;unemployed;single;secondary;no;1013;yes;no;cellular;30;jul;341;5;-1;0;unknown;no
52;blue-collar;married;primary;no;134;yes;no;cellular;24;jul;81;3;-1;0;unknown;no
36;unemployed;single;tertiary;no;1291;no;no;cellular;3;feb;298;1;-1;0;unknown;yes
32;management;single;tertiary;no;0;no;no;cellular;4;may;417;2;-1;0;unknown;no
35;blue-collar;divorced;primary;no;0;no;no;unknown;1;jul;55;1;-1;0;unknown;no
57;technician;married;primary;no;592;no;yes;telephone;14;dec;88;6;193;5;other;no
47;blue-collar;married;secondary;no;8148;yes;no;cellular;17;apr;247;1;-1;0;unknown;no
58;retired;married;primary;yes;-235;no;yes;telephone;27;may;93;2;-1;0;unknown;no
41;admin.;married;secondary;no;0;yes;no;unknown;6;may;160;3;-1;0;unknown;no
34;self-employed;married;tertiary;no;0;no;no;cellular;28;aug;730;11;-1;0;unknown;yes
35;technician;married;tertiary;no;122;no;no;cellular;27;mar;277;1;-1;0;unknown;no
45;blue-collar;married;primary;no;412;yes;no;telephone;4;feb;45;5;265;13;failure;no
48;blue-collar;divorced;primary;no;-18;yes;no;unknown;8;may;11;1;-1;0;unknown;no
38;management;single;tertiary;no;2368;yes;no;cellular;18;may;241;3;-1;0;unknown;no
33;technician;married;tertiary;no;2586;no;no;cellular;11;aug;117;3;-1;0;unknown;no
50;management;married;tertiary;no;3284;yes;no;cellular;4;feb;195;2;271;3;failure;no
32;services;married;secondary;no;2833;yes;no;cellular;30;mar;415;1;-1;0;unknown;no
31;blue-collar;married;primary;no;406;yes;no;unknown;8;may;31;1;-1;0;unknown;no
33;technician;single;secondary;no;10;yes;no;cellular;6;feb;71;2;274;1;failure;no
27;blue-collar;married;secondary;no;564;yes;no;unknown;9;may;257;3;-1;0;unknown;no
33;technician;married;secondary;no;668;yes;yes;cellular;13;may;771;2;173;4;other;no
51;services;married;secondary;no;-467;no;no;unknown;9;jun;216;5;-1;0;unknown;no
58;blue-collar;married;secondary;no;0;no;no;unknown;5;jun;267;2;-1;0;unknown;no
51;blue-collar;married;primary;no;-272;no;yes;cellular;28;aug;121;5;-1;0;unknown;no
67;housemaid;divorced;secondary;no;5275;no;no;cellular;13;aug;222;4;-1;0;unknown;yes
51;blue-collar;married;secondary;no;814;yes;no;cellular;14;may;17;8;-1;0;unknown;no
28;technician;single;secondary;no;390;no;yes;cellular;23;jul;475;2;-1;0;unknown;no
31;technician;married;secondary;no;7;no;no;telephone;6;aug;116;6;-1;0;unknown;no
49;blue-collar;married;primary;no;3049;no;no;unknown;12;jun;124;2;-1;0;unknown;no
49;management;married;tertiary;yes;10;yes;no;cellular;21;nov;226;1;-1;0;unknown;no
32;technician;married;secondary;no;3095;no;no;cellular;12;aug;204;10;-1;0;unknown;no
40;unemployed;married;primary;no;400;no;no;unknown;9;jun;317;1;-1;0;unknown;no
39;admin.;single;secondary;no;1413;yes;no;cellular;17;apr;396;1;-1;0;unknown;no
54;blue-collar;married;primary;no;736;yes;yes;telephone;17;apr;158;1;-1;0;unknown;no
52;self-employed;married;secondary;no;273;no;no;unknown;7;may;227;1;-1;0;unknown;no
29;management;single;tertiary;yes;-1661;no;yes;cellular;29;jul;95;6;-1;0;unknown;no
34;admin.;married;tertiary;no;899;yes;no;unknown;12;nov;114;1;170;3;failure;yes
40;technician;married;unknown;no;0;no;yes;cellular;7;jul;161;1;-1;0;unknown;no
32;admin.;married;secondary;no;1229;no;no;cellular;11;oct;485;1;182;1;success;no
33;self-employed;married;tertiary;no;-103;yes;no;cellular;19;nov;149;2;175;1;failure;no
44;management;divorced;tertiary;no;193;no;yes;cellular;8;jul;104;2;-1;0;unknown;no
48;management;divorced;tertiary;no;266;yes;no;cellular;17;apr;198;2;343;1;failure;no
55;management;married;unknown;no;0;no;no;unknown;5;jun;353;2;-1;0;unknown;no
40;blue-collar;single;secondary;no;82;yes;no;cellular;13;may;135;6;370;5;failure;no
25;technician;single;secondary;no;7103;yes;no;cellular;18;may;287;1;-1;0;unknown;no
55;admin.;divorced;secondary;no;3524;yes;no;unknown;19;may;492;6;-1;0;unknown;no
28;management;single;tertiary;no;12956;yes;no;cellular;2;jul;940;1;399;3;success;yes
37;services;married;secondary;no;40;no;no;unknown;16;jun;42;3;-1;0;unknown;no
77;retired;married;tertiary;no;0;no;no;cellular;6;apr;190;1;-1;0;unknown;no
42;management;married;secondary;no;3018;yes;no;cellular;8;may;288;3;172;2;failure;no
23;blue-collar;single;secondary;no;5145;yes;no;unknown;30;may;229;3;-1;0;unknown;no
31;technician;married;secondary;no;671;no;no;cellular;2;feb;119;2;175;2;failure;no
54;admin.;married;secondary;no;426;yes;no;cellular;17;apr;74;2;323;1;failure;no
41;technician;single;secondary;no;32;yes;no;cellular;7;may;162;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;324;yes;no;cellular;21;jul;167;4;-1;0;unknown;no
31;management;married;tertiary;no;156;no;no;cellular;20;aug;77;2;-1;0;unknown;no
34;technician;married;secondary;no;294;yes;no;cellular;9;dec;265;1;184;3;success;yes
51;management;divorced;tertiary;no;318;yes;no;cellular;6;may;102;2;355;2;failure;no
38;technician;married;unknown;no;90;yes;yes;unknown;8;may;20;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;2017;yes;no;unknown;14;may;74;3;-1;0;unknown;no
28;blue-collar;married;primary;no;26;no;no;unknown;12;may;40;3;-1;0;unknown;no
53;technician;married;secondary;no;598;no;no;cellular;2;feb;340;3;264;2;failure;no
60;admin.;divorced;secondary;no;4519;no;no;cellular;4;may;136;1;91;1;failure;no
57;retired;married;secondary;no;1408;no;no;unknown;21;may;202;6;-1;0;unknown;no
50;blue-collar;divorced;primary;no;-10;no;yes;cellular;10;jul;369;6;-1;0;unknown;no
44;blue-collar;married;secondary;no;78;yes;no;unknown;12;may;253;2;-1;0;unknown;no
36;admin.;married;secondary;no;419;yes;no;telephone;12;may;291;5;-1;0;unknown;no
45;admin.;married;secondary;no;1214;yes;no;cellular;28;jul;118;2;-1;0;unknown;no
34;technician;married;tertiary;no;477;no;no;telephone;29;jul;128;11;-1;0;unknown;no
23;student;single;secondary;no;8494;no;no;cellular;25;aug;158;2;-1;0;unknown;no
40;technician;divorced;secondary;no;669;yes;no;cellular;28;jul;367;2;-1;0;unknown;no
47;admin.;divorced;secondary;no;0;no;no;cellular;3;apr;335;1;-1;0;unknown;no
29;management;single;tertiary;no;2753;no;no;cellular;30;apr;645;1;-1;0;unknown;yes
41;entrepreneur;married;secondary;no;187;no;yes;cellular;21;jul;354;1;-1;0;unknown;no
38;technician;married;secondary;no;0;no;no;cellular;28;aug;176;10;-1;0;unknown;no
60;technician;married;secondary;no;1740;no;no;cellular;1;jun;814;1;80;2;success;no
40;technician;married;tertiary;no;180;yes;yes;cellular;21;nov;48;4;-1;0;unknown;no
28;technician;single;secondary;no;584;yes;no;cellular;13;may;354;1;370;2;failure;no
35;management;single;tertiary;no;556;no;no;cellular;28;aug;52;8;-1;0;unknown;no
29;blue-collar;single;secondary;no;1550;yes;yes;cellular;13;may;228;3;-1;0;unknown;no
47;self-employed;married;tertiary;no;4543;yes;no;unknown;14;may;162;1;-1;0;unknown;no
30;student;single;secondary;no;61;no;yes;cellular;5;feb;133;5;8;2;other;no
54;admin.;married;secondary;no;3729;no;yes;cellular;18;nov;597;2;116;1;other;no
59;management;married;tertiary;no;5314;no;no;cellular;20;nov;116;2;-1;0;unknown;no
44;management;divorced;tertiary;no;3932;yes;no;unknown;8;may;40;2;-1;0;unknown;no
31;technician;married;secondary;no;783;no;no;telephone;9;feb;10;5;-1;0;unknown;no
31;blue-collar;married;secondary;no;77;yes;no;unknown;27;may;371;2;-1;0;unknown;no
53;technician;married;secondary;no;234;no;no;cellular;7;aug;103;2;-1;0;unknown;no
57;admin.;divorced;primary;no;207;yes;no;cellular;16;apr;284;1;317;4;failure;no
34;student;single;unknown;no;242;no;no;telephone;4;mar;364;2;244;2;failure;no
39;services;married;secondary;no;1205;yes;no;unknown;6;may;118;2;-1;0;unknown;no
59;housemaid;married;primary;no;0;yes;no;cellular;22;jul;186;2;-1;0;unknown;no
52;housemaid;married;secondary;no;3923;yes;no;unknown;14;may;942;3;-1;0;unknown;yes
36;technician;married;secondary;no;1466;yes;no;unknown;29;may;441;1;-1;0;unknown;no
40;blue-collar;married;primary;no;451;yes;no;cellular;6;feb;356;3;262;1;failure;no
28;technician;single;tertiary;no;3623;no;no;cellular;10;mar;261;1;-1;0;unknown;yes
52;services;married;primary;no;3016;yes;yes;cellular;3;feb;142;1;-1;0;unknown;no
59;retired;married;secondary;no;2703;no;yes;unknown;17;jun;249;2;-1;0;unknown;no
37;unemployed;divorced;tertiary;no;1592;yes;no;cellular;16;apr;60;1;-1;0;unknown;no
42;services;married;secondary;no;1301;yes;no;cellular;21;jul;510;6;-1;0;unknown;no
56;blue-collar;married;secondary;no;297;no;yes;telephone;27;aug;220;16;-1;0;unknown;no
43;blue-collar;married;primary;no;289;yes;no;cellular;6;may;284;3;-1;0;unknown;no
37;blue-collar;married;secondary;no;346;yes;no;cellular;17;apr;390;1;316;1;failure;no
54;services;married;secondary;no;0;no;no;unknown;19;jun;220;1;-1;0;unknown;no
28;services;single;secondary;no;458;no;no;cellular;4;feb;112;4;201;3;failure;no
55;technician;married;tertiary;no;647;yes;no;cellular;21;jul;150;4;-1;0;unknown;no
38;blue-collar;married;primary;no;1495;yes;no;unknown;2;jun;74;3;-1;0;unknown;no
50;entrepreneur;married;tertiary;no;52;no;no;cellular;31;jul;22;8;-1;0;unknown;no
47;technician;married;secondary;no;65;no;no;cellular;28;aug;118;8;-1;0;unknown;no
45;services;single;secondary;no;359;yes;no;unknown;18;jun;41;8;-1;0;unknown;no
60;unemployed;married;primary;no;26;yes;no;unknown;16;may;196;6;-1;0;unknown;no
41;management;married;tertiary;no;-412;yes;no;cellular;29;jan;85;1;195;5;other;no
58;retired;married;secondary;no;150;yes;no;unknown;5;jun;420;4;-1;0;unknown;no
38;blue-collar;single;unknown;no;-933;yes;no;cellular;28;jul;149;11;-1;0;unknown;no
33;management;married;tertiary;no;6513;yes;no;cellular;11;jan;170;1;343;1;other;yes
32;admin.;single;secondary;no;64;yes;no;cellular;21;jul;204;3;-1;0;unknown;no
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes
46;technician;married;tertiary;no;-582;yes;no;cellular;5;may;245;4;354;9;other;no
32;admin.;single;secondary;no;127;yes;no;unknown;23;may;189;2;-1;0;unknown;no
31;self-employed;married;tertiary;no;2666;no;no;telephone;8;jul;411;2;148;9;other;yes
37;management;divorced;tertiary;no;122;yes;no;unknown;19;may;1622;2;-1;0;unknown;yes
48;services;single;secondary;no;561;yes;no;cellular;12;may;214;1;358;2;other;no
42;management;married;tertiary;no;0;yes;no;unknown;6;may;65;3;-1;0;unknown;no
39;management;single;tertiary;no;375;yes;no;unknown;8;may;66;2;-1;0;unknown;no
61;blue-collar;married;primary;no;5;no;no;cellular;6;aug;562;2;94;3;success;yes
53;admin.;married;secondary;no;263;no;yes;cellular;18;jul;143;7;-1;0;unknown;no
31;admin.;married;tertiary;no;323;no;no;cellular;11;aug;120;3;-1;0;unknown;no
25;technician;single;tertiary;no;43;yes;yes;unknown;28;may;738;1;-1;0;unknown;no
30;management;single;tertiary;no;349;no;no;cellular;12;aug;180;3;-1;0;unknown;no
26;services;divorced;primary;no;633;yes;no;unknown;27;may;326;2;-1;0;unknown;no
34;blue-collar;divorced;secondary;no;2551;yes;yes;cellular;22;jul;1408;2;-1;0;unknown;no
41;self-employed;married;secondary;no;634;yes;no;cellular;16;jul;239;2;-1;0;unknown;no
37;technician;single;tertiary;no;3943;no;no;cellular;19;nov;37;1;-1;0;unknown;no
44;management;divorced;tertiary;no;2422;yes;no;cellular;21;jul;141;2;-1;0;unknown;no
47;services;married;secondary;no;837;yes;yes;unknown;16;may;136;1;-1;0;unknown;no
30;technician;married;tertiary;no;2166;no;no;cellular;12;jan;316;2;-1;0;unknown;yes
55;services;married;unknown;no;715;yes;no;telephone;30;jul;90;2;-1;0;unknown;no
59;retired;married;secondary;no;1887;no;no;cellular;28;aug;88;8;-1;0;unknown;no
47;unknown;married;unknown;no;301;no;no;cellular;5;aug;111;1;-1;0;unknown;no
58;retired;married;tertiary;no;138;no;no;cellular;7;may;143;1;346;5;failure;no
38;admin.;married;secondary;no;4874;no;no;unknown;6;jun;1291;3;-1;0;unknown;no
31;management;single;tertiary;no;745;no;no;cellular;12;aug;121;4;-1;0;unknown;no
32;technician;single;secondary;no;210;yes;no;cellular;16;jul;298;2;-1;0;unknown;no
30;management;married;tertiary;no;11;no;no;cellular;15;jul;84;5;-1;0;unknown;no
27;admin.;married;secondary;no;639;no;yes;cellular;14;jul;243;3;-1;0;unknown;no
51;housemaid;married;primary;no;1382;no;no;unknown;17;jun;226;1;-1;0;unknown;no
30;services;single;primary;no;79;yes;no;cellular;15;may;317;1;-1;0;unknown;no
59;management;divorced;tertiary;no;3096;no;no;cellular;26;aug;18;17;-1;0;unknown;no
28;self-employed;single;tertiary;no;75;yes;no;cellular;7;may;245;3;-1;0;unknown;no
44;management;divorced;tertiary;no;-710;yes;no;cellular;10;jul;183;1;-1;0;unknown;no
48;management;married;tertiary;no;2266;no;no;cellular;18;nov;676;1;-1;0;unknown;yes
46;blue-collar;married;secondary;no;0;no;no;cellular;14;aug;61;4;-1;0;unknown;no
47;blue-collar;married;secondary;no;1730;yes;no;cellular;30;apr;231;1;-1;0;unknown;yes
53;admin.;married;secondary;no;1661;yes;yes;cellular;17;nov;85;1;-1;0;unknown;no
34;admin.;married;secondary;no;1191;yes;no;unknown;21;may;383;2;-1;0;unknown;no
48;technician;divorced;tertiary;no;855;no;no;cellular;6;aug;68;4;-1;0;unknown;no
60;retired;married;secondary;no;5267;no;no;cellular;4;sep;520;1;-1;0;unknown;yes
25;student;single;secondary;no;1116;yes;no;cellular;2;mar;170;3;-1;0;unknown;no
41;housemaid;married;primary;no;1529;no;no;cellular;7;jul;61;6;-1;0;unknown;no
45;technician;divorced;secondary;no;3271;no;no;cellular;7;may;388;2;-1;0;unknown;no
45;self-employed;married;primary;no;-584;yes;yes;unknown;2;jul;306;2;-1;0;unknown;no
50;blue-collar;single;primary;no;1743;yes;no;unknown;6;jun;49;5;-1;0;unknown;no
56;services;divorced;secondary;no;140;no;no;cellular;10;jul;173;1;-1;0;unknown;no
58;retired;married;secondary;no;610;yes;no;unknown;6;jun;651;1;-1;0;unknown;no
50;management;married;tertiary;no;305;yes;no;telephone;14;jul;111;3;-1;0;unknown;no
42;admin.;married;secondary;no;645;yes;yes;cellular;11;jul;42;2;-1;0;unknown;no
54;unemployed;married;primary;no;541;yes;no;cellular;3;feb;237;3;-1;0;unknown;no
34;retired;married;secondary;no;165;no;no;cellular;12;may;99;1;370;1;failure;no
31;management;married;tertiary;no;131;no;no;cellular;18;feb;332;2;-1;0;unknown;yes
37;admin.;single;unknown;no;179;no;no;unknown;30;may;100;3;-1;0;unknown;no
58;technician;married;secondary;no;1463;yes;no;cellular;12;aug;110;3;-1;0;unknown;no
58;blue-collar;married;secondary;no;6004;yes;no;cellular;13;may;133;1;274;6;failure;no
31;self-employed;single;tertiary;no;8460;no;no;cellular;20;nov;68;1;-1;0;unknown;no
36;technician;single;secondary;no;1053;yes;no;unknown;21;may;147;1;-1;0;unknown;no
39;technician;married;unknown;no;195;no;no;cellular;6;feb;74;2;-1;0;unknown;no
59;retired;married;primary;no;3400;yes;no;cellular;5;aug;515;3;-1;0;unknown;yes
32;blue-collar;single;secondary;no;-204;yes;yes;unknown;26;may;202;2;-1;0;unknown;no
43;admin.;single;secondary;no;386;no;no;cellular;12;oct;242;1;92;4;success;no
34;entrepreneur;single;tertiary;no;714;yes;no;unknown;12;may;166;4;-1;0;unknown;no
31;management;single;tertiary;no;3625;yes;no;cellular;19;nov;112;1;180;2;failure;no
31;technician;married;secondary;no;141;no;no;cellular;20;aug;110;2;-1;0;unknown;no
29;technician;single;secondary;no;0;no;no;cellular;28;jan;296;1;-1;0;unknown;no
31;housemaid;married;primary;no;-367;yes;yes;telephone;7;jul;352;2;-1;0;unknown;no
50;admin.;divorced;secondary;no;556;yes;no;cellular;25;jul;305;1;-1;0;unknown;no
50;management;married;tertiary;no;1174;yes;no;cellular;7;may;128;2;-1;0;unknown;no
57;retired;divorced;primary;no;698;no;no;telephone;1;jun;53;2;-1;0;unknown;no
37;management;married;tertiary;no;1403;yes;no;cellular;10;jul;91;15;-1;0;unknown;no
30;technician;single;tertiary;no;60;yes;yes;unknown;7;may;306;5;-1;0;unknown;no
28;blue-collar;single;secondary;no;438;yes;no;cellular;5;feb;347;2;-1;0;unknown;no
37;housemaid;married;secondary;no;12939;yes;yes;cellular;16;jul;39;9;-1;0;unknown;no
54;blue-collar;divorced;secondary;no;1613;yes;no;cellular;7;jul;128;3;-1;0;unknown;no
53;technician;married;secondary;no;768;yes;no;cellular;10;jul;218;1;-1;0;unknown;no
30;entrepreneur;married;secondary;no;946;yes;no;cellular;19;nov;1065;1;183;1;other;no
32;technician;single;tertiary;no;1212;yes;no;unknown;23;may;463;2;-1;0;unknown;no
31;blue-collar;single;secondary;no;-806;yes;yes;cellular;24;jul;205;3;-1;0;unknown;no
40;management;divorced;tertiary;no;823;no;no;cellular;13;aug;159;4;-1;0;unknown;no
53;entrepreneur;married;tertiary;no;22370;yes;no;unknown;15;may;106;1;-1;0;unknown;no
36;self-employed;married;tertiary;no;4515;yes;no;unknown;17;jun;408;2;-1;0;unknown;no
55;management;divorced;tertiary;no;2625;yes;no;cellular;5;may;286;1;252;3;failure;no
32;blue-collar;married;secondary;no;0;yes;no;cellular;9;feb;7;7;-1;0;unknown;no
63;management;married;tertiary;no;2785;no;no;cellular;2;aug;341;2;392;3;success;yes
55;management;married;tertiary;no;5804;no;no;unknown;24;jun;56;3;-1;0;unknown;no
56;blue-collar;married;primary;no;373;yes;no;unknown;27;may;269;1;-1;0;unknown;no
57;management;married;tertiary;no;1287;yes;no;cellular;8;apr;180;2;-1;0;unknown;no
52;unemployed;married;primary;no;20;yes;no;telephone;28;jan;172;1;-1;0;unknown;no
46;unknown;married;unknown;no;613;no;no;unknown;6;jun;51;1;-1;0;unknown;no
39;management;married;tertiary;no;20932;no;no;cellular;21;nov;127;2;-1;0;unknown;no
